## RECSRecommendations Upload File
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.
## RECS
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.
## RECSentity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.gratuito,entity.PublicoAlvo,entity.Tema,Entity.Subtema,Entity.Assuntos,entity.Segmentos,entity.DatasEspeciais,entity.Produtor,entity.perfilusuario,entity.familia,entity.PorteEmpresa,entity.TipoUsuario,entity.codigoCronos
1136,Como fazer um demonstrativo de resultados,Artigo,O que é DRE – Demonstrativo de Resultados do Exercício. A DRE é uma ferramenta que permite apurar o resultado financeiro da empresa em um período.,https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/resources/img/xsebrae_logo_azul.png.pagespeed.ic.BDIPNtclTd.png,,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/ap/artigos/como-fazer-um-demonstrativo-de-resultados,48f3ace85e4ef510VgnVCM1000004c00210aRCRD",,,Sim,MEI; ME; EPP,Finanças,Controle Financeiro,,Todos,0,AP,,,MEI; ME; EPP,Pessoa Jurídica,
1137,Melhores cursos para quem quer abrir uma empresa,Artigo,O Sebrae possui alguns cursos online e gratuitos voltados para quem deseja abrir uma empresa ou um CNPJ como MEI ou Microempresa. Conheça os cursos:,"https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/Artigos/xSebrae,P20Reduzido,P20-,P20Maior.png.pagespeed.ic.hI7IPJa-jh.png",,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/melhores-cursos-para-quem-quer-abrir-uma-empresa,4b1a581d984cf810VgnVCM1000001b00320aRCRD",,,Sim,PF,Empreendedorismo,Abertura De Empresa,Empresa; Empreender; Abrir Um Mei; Mei; Abrir Uma Empresa; Como Empreender; Plano De Negócios,Todos,0,NA,,,PF,Pessoa Física,
1138,Melhores cursos online e gratuitos em marketing digital do Sebrae,Artigo,Veja uma lista de cursos on-line e gratuitos para quem quer dar os primeiros passos ou otimizar suas ações de marketing digital.,https://www.sebrae.com.br/Sebrae/Portal Sebrae/Imagens SebraeNA/Confira cursos gratuitos em marketing digital para você fazer em 2023.jpg,,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/confira-cursos-gratuitos-em-marketing-digital-para-voce-fazer-em-2023,860bfbb690dc6810VgnVCM1000001b00320aRCRD",,,Sim,MEI; ME; EPP,Mercado e Vendas,Marketing,Cursos; Marketing Digital,Todos,0,NA,,,MEI; ME; EPP,Pessoa Jurídica,
1139,Conheça a planilha amiga de finanças para o MEI,Artigo,Veja como a planilha amiga de finanças para o MEI pode ajudar a melhorar o controle e a encontrar formas de otimizar os resultados do seu negócio,https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/MEI/Jornada%20MEI/teste%20assinaturas%20de%20autor/x6.png.pagespeed.ic.7WbN-rw1S5.png,,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/pe/artigos/conheca-a-planilha-amiga-de-financas-para-o-mei,8d7a32d6dde52810VgnVCM100000d701210aRCRD",,,Sim,MEI,Finanças,Gestão Financeira,Finanças; Gestão Financeira; Controle Financeiro; Planilha; Ferramenta,Todos,0,PE,,,MEI,Pessoa Jurídica,
1140,"Plano de Negócios: o que é, como fazer e modelo do Sebrae",Artigo,Descubra a importância do plano de negócios e como o Sebrae pode te ajudar. Siga um modelo passo a passo para o sucesso do seu empreendimento.,https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/MEI/Jornada%20MEI/teste%20assinaturas%20de%20autor/x6.png.pagespeed.ic.7WbN-rw1S5.png,,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/plano-de-negocios-o-que-e-como-fazer-e-modelo-do-sebrae,f8fca26475abb810VgnVCM1000001b00320aRCRD",,,Sim,PF; MEI,Empreendedorismo,Plano De Negócios,,Todos,0,NA,,,PF; MEI,Pessoa Física; Pessoa Jurídica,
1141,Adote comportamentos empreendedores e fique mais próximo do sucesso,Artigo,Saiba quais são as competências necessárias para alavancar o seu negócio,https://www.sebrae.com.br/Sebrae/Portal Sebrae/Artigos/Imagens/destaque_artigo_adote-comportamentos-empreendedores_shutterstock_1688908516.png,,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/adote-comportamentos-empreendedores-e-fique-mais-proximo-do-sucesso,47e2bc9c944bd710VgnVCM100000d701210aRCRD",,,Sim,MEI; ME,Empreendedorismo,Comportamento Empreendedor,Empreeendedorismo; Empretec; Metas; Qualidade; Comportamento; Sucesso,Todos,0,NA,,,MEI; ME,Pessoa Jurídica,
1142,MEI: como emitir e pagar seu boleto DAS mensal,Artigo,Saiba como emitir e pagar seu boleto DAS MEI e evite as consequências da inadimplência. Regularize-se para aproveitar todos os benefícios de ser um MEI,https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/MEI/Jornada%20MEI/teste%20assinaturas%20de%20autor/x6.png.pagespeed.ic.7WbN-rw1S5.png,,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/mei-como-emitir-e-pagar-seu-boleto-das-mensal,f42b5f3a8b14c810VgnVCM1000001b00320aRCRD",,,Sim,MEI,Leis,Deveres E Obrigações,Mei; Mei Das; Mei Boleto; Mei Das Pagamento; Mei Das Emitir; Mei Boleto Parcelamento; Mei Boleto Mensal; Emitir Das Mei; Pagar Das Mei,Todos,0,NA,,,MEI,Pessoa Jurídica,
1143,Como fazer a gestão financeira do pequeno negócio,Artigo,"Tarefas administrativas como gestão de pessoas, controles de custos, estrutura física e gestão comercial merecem atenção.",https://www.sebrae.com.br/Sebrae/Portal Sebrae/Banners Publicitarios/artigo_analise_construção_civil.jpg,,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/como-fazer-a-gestao-financeira-do-pequeno-negocio,d999a442d2e5a410VgnVCM1000003b74010aRCRD",,,Sim,MEI; ME; EPP,Finanças,Gestão Financeira,,Todos,0,NA,,,MEI; ME; EPP,Pessoa Jurídica,
1144,Concessão de crédito: Crescimento ou dívida?,Artigo,Entenda como o empréstimo pode ser uma forma saudável para garantir o crescimento da sua empresa e potencializar suas vendas.,https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/MEI/Jornada%20MEI/teste%20assinaturas%20de%20autor/x6.png.pagespeed.ic.7WbN-rw1S5.png,,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/concessao-de-credito-crescimento-ou-divida,5dfdf5fa73fe4810VgnVCM100000d701210aRCRD",,,Sim,MEI; ME; EPP,Finanças,Acesso A Servicos Financeiros,,Todos,0,NA,,,MEI; ME; EPP,Pessoa Jurídica,
1145,4 Ps do marketing: entenda o que são e qual a sua importância,Artigo,"Os 4Ps do marketing incluem preço, praça, produto e promoção, variáveis capazes de determinar o sucesso competitivo e a rentabilidade de longo prazo do negócio.",https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/UFs/PE/Imagens/xsebraepe_sebraepe_image_850.jpeg.pagespeed.ic.neR7nEeOvQ.jpg,,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/pe/artigos/4-ps-do-marketing-entenda-o-que-sao-e-qual-a-sua-importancia,3869c47a332ae710VgnVCM100000d701210aRCRD",,,Sim,MEI; ME; EPP,Mercado e Vendas,Marketing,Marketing; Preço; Praça; Produto; Promoção,Todos,0,PE,,,MEI; ME; EPP,Pessoa Jurídica,
1146,Como organizar as minhas finanças pessoais e empresariais? Aprenda com o SEBRAE!,Vídeo,Confira essas dicas e saiba como ter controle sobre sua gestão financeira e como separar as finanças pessoais das empresariais.,https://i.ytimg.com/vi_webp/UiDe8L0TUbY/maxresdefault.webp,,"https://www.sebrae.com.br/sites/PortalSebrae/galeriavideo/como-organizar-as-minhas-financas-pessoais-e-empresariais-aprenda-com-o-sebrae,f2d75294e7e0d610VgnVCM1000004c00210aRCRD",,,Sim,MEI; ME; EPP,Finanças,,Finanças; Negócios; Planejamento; Gestão Financeira; Finanças; Sebrae; Pessoa Física; Pessoa Jurídica,Todos,0,NA,,,MEI; ME; EPP,Pessoa Jurídica,
1147,Dicas para lucrar com ovos de Páscoa e chocolates artesanais,Artigo,Aproveite a Páscoa! Organize-se e aumente suas vendas com planejamento e boas estratégias.,https://www.sebrae.com.br/Sebrae/Portal Sebrae/Artigos/Imagens/Lucrar com as vendas de Páscoa.png,,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/prepare-se-para-lucrar-com-as-vendas-de-ovos-de-pascoa,bc8f75b5cbf76810VgnVCM1000001b00320aRCRD",,,Sim,MEI; ME,Mercado e Vendas,Estimativa De Venda,Ovos De Páscoa; Chocolates Artesanais; Vendas Páscoa; Lucro Páscoa; Marketing Páscoa; Planejamento Páscoa; Precificar Chocolates; Tendências 2025; Chocolates Veganos; Embalagens Sustentáveis,Comércio varejista de alimentos e bebidas; Comércio varejista - Diversos; Panificação; Serviços de alimentação,1,NA,,,MEI; ME,Pessoa Jurídica,
1148,Benefícios previdenciários do titular do MEI,Artigo,"O microempreendedor titular do MEI tem direito a muitos benefícios, desde aposentadoria por idade ou invalidez até auxílio-doença e salário-maternidade.",https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/Artigos/Imagens/ximagem-mei-beneficios-previdenciarios-do-titular-do-mei-jpeg.jpg.pagespeed.ic.dedjTGhd1K.jpg,,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/beneficios-previdenciarios-do-titular-do-mei,2203fa27f7e96810VgnVCM1000001b00320aRCRD",,,Sim,MEI,Leis,Microempreendedor Individual,Mei; Benefícios Previdenciários,Todos,0,NA,,,MEI,Pessoa Jurídica,
1149,Como aumentar o nível de acesso da conta GOV.BR?,Artigo,"Para acessar serviços mais complexos, a plataforma GOV.BR exige maior nível de segurança. Neste artigo, ensinamos o caminho.",https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/Artigos/Imagens/ximagem_mei_como-aumentar-o-nivel-de-acesso-da-conta.jpg.pagespeed.ic.0XNR1-TJ6A.jpg,,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/como-aumentar-o-nivel-de-acesso-da-conta-govbr,1d369c18fedb6810VgnVCM1000001b00320aRCRD",,,Sim,MEI; ME; EPP,Inovação,Inovação,,Todos,0,NA,,,MEI; ME; EPP,Pessoa Jurídica,
1150,5 dicas para fazer uma precificação de produtos inteligente,Artigo,A formação de preços é um processo que exige estudo e dedicação e é composto por algumas variáreis que podem ser a chave do sucesso do seu negócio.,https://www.sebrae.com.br/Sebrae/Portal Sebrae/UFs/PE/Imagens/5-dicas-para-fazer-uma-precificacao-de-produtos-inteligente.jpeg,,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/pe/artigos/5-dicas-para-fazer-uma-precificacao-de-produtos-inteligente,e231536044395710VgnVCM1000004c00210aRCRD",,,Sim,PF; MEI; ME,Finanças,Ponto De Equilíbrio,Formação De Preço; Finanças; Preço; Custos,Todos,0,PE,,,PF; MEI; ME,Pessoa Física; Pessoa Jurídica,
1151,Copywriting e Neuromarketing: as técnicas infalíveis para vender mais,Artigo,Descubra como o copywriting aliado ao neuromarketing pode impulsionar suas vendas. Conheça estratégias persuasivas e gatilhos mentais para destacar seu negócio.,https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/MEI/Jornada%20MEI/teste%20assinaturas%20de%20autor/x6.png.pagespeed.ic.7WbN-rw1S5.png,,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/copywriting-e-neuromarketing-as-tecnicas-infaliveis-para-vender-mais,853e1945e804c810VgnVCM1000001b00320aRCRD",,,Sim,Todos,Mercado e Vendas,Marketing,Copywriting; Neuromarketing; Técnicas De Vendas; Vender Mais; Marketing; Vendas; Estratégias De Vendas; Mercado; Negócios; Persuasão; Gatilhos Mentais,Todos,0,NA,,,Todos,
1152,Decidiu empreender? Veja como se formalizar e abrir um MEI de graça,Artigo,"Saiba como funciona para abrir um MEI grátis. Entenda o que é e quem pode ser MEI, qual o custo mensal e um passo a passo completo para abrir um MEI.",https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/MEI/Jornada%20MEI/teste%20assinaturas%20de%20autor/x6.png.pagespeed.ic.7WbN-rw1S5.png,,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/decidiu-empreender-veja-como-se-formalizar-e-abrir-um-mei-de-graca,d8352bb15eb8b810VgnVCM1000001b00320aRCRD",,,Sim,PF,Empreendedorismo,Formalização,,Todos,0,NA,,,PF,Pessoa Física,
1153,As 10 maiores características do empreendedor,Artigo,Não basta apenas gerenciar os negócios – o sucesso empresarial depende muito de comportamento e atitude.,https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/MEI/Jornada%20MEI/teste%20assinaturas%20de%20autor/x6.png.pagespeed.ic.7WbN-rw1S5.png,,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/am/artigos/as-10-maiores-caracteristicas-do-empreendedor,e7d4d2391f45f710VgnVCM100000d701210aRCRD",,,Sim,MEI; ME,Empreendedorismo,Comportamento Empreendedor,Empretec; Empreendedor; Comportamento; Negócios,Todos,0,AM,,,MEI; ME,Pessoa Jurídica,
1154,10 Ideias para empreender com menos de 500 reais,Artigo,"Novos negócios para o MEI, conheça dez ideias para empreender com menos de 500 reais","https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/Artigos/xSebrae,P20Reduzido,P20-,P20Maior.png.pagespeed.ic.hI7IPJa-jh.png",,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/10-ideias-para-empreender-com-menos-de-500-reais,4db3a3e58cfbe710VgnVCM100000d701210aRCRD",,,Sim,MEI,Empreendedorismo,Comércio,Meis; Negocios; Empreender; Empreendedor; Planejamento; Ideias De Negócios; Mei; Empreendedorismo; Profissionais Liberais,Todos,0,NA,,,MEI,Pessoa Jurídica,
1155,O que é Planejamento Financeiro e como fazer a sua planilha de gastos,Artigo,Saiba como fazer o planejamento financeiro da sua empresa! Acesse um modelo gratuito de planilha de gastos e aprenda a fazer o controle das suas finanças.,https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/MEI/Jornada%20MEI/teste%20assinaturas%20de%20autor/x6.png.pagespeed.ic.7WbN-rw1S5.png,,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/artigosFinancas/o-que-e-planejamento-financeiro-e-como-fazer-a-sua-planilha-de-gastos,94168d2dd9b3c810VgnVCM1000001b00320aRCRD",,,Sim,MEI; ME; EPP,Finanças,Controle Financeiro,,Todos,0,NA,,,MEI; ME; EPP,Pessoa Jurídica,
1156,Capital de giro: aprenda o que é e como fazer,Artigo,"Tudo o que você precisa saber sobre o capital de giro: o que é, como fazer, e porque ele é tão importante para o desempenho da sua empresa",https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/EAD2/WhatsApp/xImagem_artigo_o-que-como-funciona-capital-giroimagem_artigo_como-elaborar-plano-negocio.png.pagespeed.ic.GJP2pfs8Zt.jpg,,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/artigosFinancas/o-que-e-e-como-funciona-o-capital-de-giro,a4c8e8da69133410VgnVCM1000003b74010aRCRD",,,Sim,MEI; ME; EPP,Finanças,Capital De Giro,,Todos,0,NA,,,MEI; ME; EPP,Pessoa Jurídica,
1157,Fichas técnicas para gastronomia,Artigo,Conheça mais sobre as fichas que auxiliam a diminuir os custos e aumentar a lucratividade,https://www.sebrae.com.br/Sebrae/Portal Sebrae/UFs/MS/Anexos/2021/restaurante organização.jpg,,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/ms/artigos/fichas-tecnicas-para-gastronomia,d596236f9e9eb710VgnVCM100000d701210aRCRD",,,Sim,MEI; ME; EPP,Planejamento,Ferramentas De Planejamento,Como Organizar Restaurante; Dicas Para Organizar Restaurantes,Serviços de alimentação,0,MS,,,MEI; ME; EPP,Pessoa Jurídica,
1158,Como fazer um plano de marketing,Artigo,Estabelecer um plano de marketing pode trazer impacto direto no crescimento da empresa.,"https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/Banners%20Publicitarios/xtrends,P20.jpg.pagespeed.ic.rGJq_uPq5v.jpg",,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/como-fazer-um-plano-de-marketing,aa74b6ca7f5e3810VgnVCM100000d701210aRCRD",,,Sim,MEI; ME; EPP,Mercado e Vendas,Marketing,Plano De Marketing,Todos,0,NA,,,MEI; ME; EPP,Pessoa Jurídica,
1159,8 golpes que atingem o MEI,Artigo,Conhecer os golpes que afetam o MEI é muito importante para que você saiba como se proteger e empreenda com segurança.,https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/MEI/Jornada%20MEI/teste%20assinaturas%20de%20autor/x6.png.pagespeed.ic.7WbN-rw1S5.png,,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/pe/artigos/8-golpes-que-atingem-o-mei,b9361c398e9a0810VgnVCM100000d701210aRCRD",,,Sim,MEI,Empreendedorismo,Microempreendedor Individual,Mei; Microempreendedor Individual; Golpe,Todos,0,PE,,,MEI,Pessoa Jurídica,
1160,Como produzir vídeo marketing com orçamento limitado,Artigo,Veja opções para investir pouco dinheiro em uma estratégia de vídeo marketing sem perder a qualidade do conteúdo.,https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/Artigos/Imagens/ximagem_marketing_digital_como-produzir-video-marketing-com-orcamento-limitado.jpg.pagespeed.ic.oS6XPH8MQb.jpg,,"https://www.sebrae.com.br/sites/PortalSebrae/como-produzir-video-marketing-com-orcamento-limitado,eba46ae54f417810VgnVCM1000001b00320aRCRD",,,Sim,MEI; ME; EPP,Mercado e Vendas,Marketing,,Todos,0,NA,,,MEI; ME; EPP,Pessoa Jurídica,
1161,Formalização e Gestão do MEI - Como se formalizar?,Vídeo,A formalização parece algo difícil de alcançar? Vamos te mostrar que é bem mais simples do que imagina. Siga o passo a passo e se torne um MEI hoje ainda.,https://i.ytimg.com/vi_webp/wlhXd7Pa38c/maxresdefault.webp,,"https://www.sebrae.com.br/sites/PortalSebrae/galeriavideo/formalizacao-e-gestao-do-mei-como-se-formalizar,f0e92bb15eb8b810VgnVCM1000001b00320aRCRD",,,Sim,PF,Empreendedorismo,,Mei; Mei O Que É; Mei Quem Pode Ser; Mei Boleto; Mei Gov; Mei Das; Mei Cnpj; Mei Fácil; Mei Portal; Mei Pagamento; Mei E Inss; Mei Custo Mensal; Mei Grátis; Abrir Mei; Onde Fazer Mei; Mei Nota Fiscal; Mei Renda; Mei Pessoa Física; Mei Pessoa Jurídica; Mei Simples Nacional,Todos,0,MS,,,PF,Pessoa Física,
1162,Dicas para cuidar das finanças pessoais e da empresa,Artigo,"Organizar as finanças pessoais, pensar a longo prazo e se preparar para investimentos e imprevistos são regras de ouro para um empreendedor de sucesso.",https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/Artigos/Imagens/ximagem_gestao_financeira_dicas-para-cuidar-das-financas-pessoais-e-da-empresa.jpg.pagespeed.ic.Nens10hz64.jpg,,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/dicas-para-cuidar-das-financas-pessoais-e-da-empresa,8a56d1939a317810VgnVCM1000001b00320aRCRD",,,Sim,MEI; ME; EPP,Finanças,Controle Financeiro,,Todos,0,NA,,,MEI; ME; EPP,Pessoa Jurídica,
1163,10 Ideias de posts para a sua confeitaria aumentar as vendas na Páscoa,Artigo,Veja dicas de criação de conteúdo para o Instagram e outras ações para envolver e encantar os clientes na Páscoa.,https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/Imagens%20SebraeNA/xpascoa.jpg.pagespeed.ic.sMETlz4r8n.jpg,,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/10-ideias-de-posts-para-a-sua-confeitaria-aumentar-as-vendas-na-pascoa,a4223ce8fa1a6810VgnVCM1000001b00320aRCRD",,,Sim,MEI; ME; EPP,Mercado e Vendas,Estratégia De Venda,Páscoa; Posts; Instagram,Comércio varejista de alimentos e bebidas; Panificação,1,NA,,,MEI; ME; EPP,Pessoa Jurídica,
1164,Tipos de associações sem fins lucrativos,Artigo,"Entenda o que é uma associação, sua função e quais os tipos que existem.",https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/resources/img/xsebrae_logo_azul.png.pagespeed.ic.BDIPNtclTd.png,,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/ap/artigos/quais-os-tipos-de-associacao-sem-fins-lucrativos,27b597daf5c55610VgnVCM1000004c00210aRCRD",,,Sim,MEI; ME,Cooperação,Associação,Associação; Cooperativismo; Entidades De Classe,Associações,0,AP,,,MEI; ME,Pessoa Jurídica,
1165,10 características de uma empreendedora de sucesso,Artigo,"Quer saber se está no caminho certo, investindo nos pensamentos e condutas necessários para que seu negócio seja cada vez mais bem-sucedido?",https://www.sebrae.com.br/Sebrae/Portal Sebrae/Sites Especiais/Empreendedorismo feminino/header_Prancheta 1empfeminino.png,,"https://www.sebrae.com.br/sites/PortalSebrae/empreendedorismofeminino/artigoempreededorismofeminino/10-caracteristicas-de-uma-empreendedora-de-sucesso,042b4f9e53bd7710VgnVCM100000d701210aRCRD",,,Sim,MEI; ME,Empreendedorismo,Comportamento Empreendedor,Empreendedorismo; Empreendedorismo Feminino; Mulheres De Negócio,Todos,0,NA,,,MEI; ME,Pessoa Jurídica,
1166,8 Passos para criar um site de vendas,Artigo,Site de vendas é um dos melhores canais de relacionamento e comunicação entre empresa e cliente.,https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/Artigos/Imagens/ximagem_marketing-digital_8-passos-para-criar-um-site-de-vendas.jpg.pagespeed.ic.aqoosvRVWP.jpg,,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/8-passos-para-criar-um-site-de-vendas,ac3ed41f2ddb6810VgnVCM1000001b00320aRCRD",,,Sim,MEI; ME,Inovação,Rede Social,Site De Vendas,Todos,0,NA,,,MEI; ME,Pessoa Jurídica,
1167,MEI Caminhoneiro: transportadores autônomos de carga,Artigo,"Lei permite que os transportadores autônomos de carga registrem-se como MEI e faturem até R$ 251.600,00 por ano.",https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/Artigos/Imagens/xdestaques_mei_autonomos_transportadores.jpg.pagespeed.ic.lapWaWZmCf.jpg,,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/mei-caminhoneiro-transportadores-autonomos-de-carga,4fbaf2a0244a6810VgnVCM1000001b00320aRCRD",,,Sim,MEI,Empreendedorismo,Microempreendedor Individual,Mei,Serviços automotivos,0,NA,,,MEI,Pessoa Jurídica,
1168,Como emitir NFe Nota Fiscal MEI,Vídeo,Assista este passo a passo e descubra como emitir Nota Fiscal MEI de Produtos no emissor gratuito do SEBRAE 2025 e pare de perder tempo com burocracia,https://i.ytimg.com/vi_webp/S_SVai_l8MQ/maxresdefault.webp,,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/ms/videos/como-emitir-nfe-nota-fiscal-mei,7f0fbda4b5217910VgnVCM1000001b00320aRCRD",,,Sim,MEI; ME; EPP,Empreendedorismo,,Mei,Todos,0,MS,,,MEI; ME; EPP,Pessoa Jurídica,
1169,Planejamento estratégico: o que é e como fazer o seu?,Artigo,"Neste artigo, aprenda o que é planejamento estratégico e confira oito etapas para começar a criar um para o seu negócio.",https://www.sebrae.com.br/Sebrae/Portal Sebrae/UFs/SP/Anexos/Cópia de B4 planejamento estratégico.png,,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/sp/artigos/planejamento-estrategico-o-que-e-e-como-fazer-o-seu,9ae1ebdc4698d810VgnVCM1000001b00320aRCRD",,,Sim,PF,Empreendedorismo,Ideia De Negócio,Planejamento; Negócios,Todos,0,SP,,,PF,Pessoa Física,
1170,Planejamento ajuda a aumentar as vendas na Páscoa,Artigo,"Para a Páscoa, é preciso planejar ações com antecedência para dar conta das demandas e sair na frente da sua concorrência.",https://www.sebrae.com.br/Sebrae/Portal Sebrae/Artigos/Imagens/imagem_gestao_financeira_planejamento-ajuda-a-aumentar-as-vendas-na-pascoa.jpg,,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/planejamento-ajuda-a-aumentar-as-vendas-na-pascoa,352a44bbd7bc6810VgnVCM1000001b00320aRCRD",,,Sim,MEI; ME; EPP,Mercado e Vendas,Controle De Venda,,Comércio varejista de alimentos e bebidas; Comércio varejista - Diversos; Panificação; Serviços de alimentação,1,NA,,,MEI; ME; EPP,Pessoa Jurídica,
1171,Atendimento ao cliente: o que é e como fidelizar o consumidor,Artigo,"Veja por que o bom atendimento é essencial para o sucesso do seu negócio. Descubra o segredo para oferecer um bom atendimento, fidelizar clientes e vender mais.",https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/MEI/Jornada%20MEI/teste%20assinaturas%20de%20autor/x6.png.pagespeed.ic.7WbN-rw1S5.png,,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/atendimento-ao-cliente-o-que-e-como-fazer-para-fidelizar-o-consumidor,e4b0af9d324bb810VgnVCM1000001b00320aRCRD",,,Sim,MEI; ME; EPP,Mercado e Vendas,Atendimento Ao Cliente,,Todos,0,NA,,,MEI; ME; EPP,Pessoa Jurídica,
1172,Como ter foco e ser mais produtivo,Artigo,"Focar é mais do que se concentrar: é uma abordagem de trabalho que pode diminuir as distrações, ter controle do tempo e se proteger do esgotamento psicológico",https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/Artigos/Imagens/ximagem_empreendorismo_como-ter-foco-e-ser-mais-produtivo_shutterstock_1911471964.jpg.pagespeed.ic.D1VV5iBnbD.jpg,,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/como-ter-foco-e-ser-mais-produtivo,2bcd62358cde4810VgnVCM100000d701210aRCRD",,,Sim,MEI; ME,Empreendedorismo,Atitude Empreendedora,,Todos,0,NA,,,MEI; ME,Pessoa Jurídica,
1173,Conheças as principais formas jurídicas das empresas,Artigo,"Saiba o que é forma jurídica, fique por dentro das mais conhecidas e suas principais características.",https://www.sebrae.com.br/Sebrae/Portal Sebrae/UFs/AP/Imagens/Maikon Richardson Analista de Negócios do Sebrae Amapá.png,,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/ap/artigos/caracteristicas-das-empresas-pela-forma-juridica,813ae3ae7d316410VgnVCM1000003b74010aRCRD",,,Sim,PF,Empreendedorismo,Abertura De Empresa,Formas Jurídicas; Tipos De Empresas; Enquadrar Empresa; Classificação Empresa; Porte Empresa,Todos,0,AP,,,PF,Pessoa Física,
1174,Domicílio Judicial Eletrônico: o que é e como fazer o seu cadastro,Artigo,O Domicílio Judicial Eletrônico é uma solução 100% digital e gratuita que centraliza as comunicações processuais em uma única plataforma,https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/Artigos/Imagens/xdomicilio-judicial-eletronico.jpg.pagespeed.ic.D9jTjODzoK.jpg,,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/domicilio-judicial-eletronico-o-que-e-e-como-fazer-o-seu-cadastro,722d9e785e680910VgnVCM1000001b00320aRCRD",,,Sim,PF; MEI,Empreendedorismo,Formalização,Empresas Privadas; Pequenas Empresas; Mpes; Domicílio Judicial Eletrônico; Cadastramento,Todos,0,NA,,,PF; MEI,Pessoa Física; Pessoa Jurídica,
